Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_100,Has_Critic_Score,Has_User_Score,Platform_Launch_Year,Generation,Franchise,Is_Sequel,Years_After_Launch,Life_Cycle,Calculated_Global_Sales
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2001,6.0,Summon Night Craft Sword Monogatari,0,4,Growth,0.04
Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,Sotsugyou,0,1,Launch,0.04
Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.04,,,,,Unknown,Unknown,,0,0,2005,7.0,Forza Motorsport,0,5,Growth,0.05
The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,The King of Fighters,0,9,Late,0.04
Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,67.0,17.0,,,Amaze Entertainment,E,,1,0,2004,0.0,Looney Tunes,0,4,Growth,0.04
Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,19.0,7.0,4.0,SNK Playmore,T,70.0,1,1,2000,6.0,Art of Fighting Anthology,0,6,Mature,0.05
Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.04,52.0,19.0,,,Razorworks,E,,1,0,2004,7.0,Ford Bold Moves Street Racing,0,2,Launch,0.04
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,28.0,8.1,73.0,Milestone S.r.l,E,81.0,1,1,2013,8.0,Sébastien Loeb Rally Evo,0,3,Growth,0.05
The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,Brash Entertainment,E10+,,0,0,2006,7.0,The Tale of Despereaux,0,2,Launch,0.04
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48.0,33.0,6.2,18.0,Killaware,T,62.0,1,1,2004,0.0,Lux-Pain,0,4,Growth,0.04
Rapala Trophies,PSP,2006,Sports,Activision,0.04,0.0,0.0,0.0,0.04,,,,,Sand Grain Studios,E,,0,0,2004,7.0,Rapala Trophies,0,2,Launch,0.04
Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Phoenix Wright,0,4,Growth,0.04
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Mana Khemia,0,7,Mature,0.04
Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,,,,,Bandai Namco Games,E,,0,0,2006,7.0,Active Life,0,5,Growth,0.04
National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,National Geographic Panda (US sales),0,4,Growth,0.04
The Hustle: Detroit Streets,PS2,2006,Sports,Activision,0.02,0.02,0.0,0.01,0.04,46.0,5.0,,,Blade Interactive,T,,1,0,2000,6.0,The Hustle,0,6,Mature,0.05
Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Tomoyo After,0,5,Growth,0.04
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,Virtua Fighter CG Portrait Series Vol.6,0,1,Launch,0.04
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9.0,8.3,16.0,Arc System Works,T,83.0,1,1,2000,6.0,Guilty Gear XX Accent Core,0,7,Mature,0.04
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Nihon Pro Mahjong Kishikai Kanshuu,0,1,Launch,0.04
Cheer We Go!,DS,2010,Misc,Natsume,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Cheer We Go!,0,6,Mature,0.04
Monster High: New Ghoul in School,3DS,2015,Action,Little Orbit,0.0,0.04,0.0,0.0,0.04,,,,,"Torus Games, Little Orbit",E,,0,0,2011,8.0,Monster High,0,4,Growth,0.04
Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,,,,,Gravity-I,E,,0,0,2001,6.0,Millipede / Super Breakout / Lunar Lander,0,4,Growth,0.04
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0.0,0.0,0.04,,,7.5,4.0,Longtail Studios,T,75.0,0,1,2004,0.0,Grey's Anatomy,0,5,Growth,0.04
Mafia,PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,863.0,Illusion Softworks,M,91.0,1,1,1981,0.0,Mafia,0,21,Late,0.05
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3.0,4.0,Ubisoft Montreal,E,30.0,1,1,2001,6.0,Disney's Donald Duck,0,1,Launch,0.04
World Trigger: Borderless Mission,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,World Trigger,0,4,Growth,0.04
Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,Assault Rigs,0,2,Launch,0.04
Yes! PreCure 5,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Yes! PreCure,1,3,Growth,0.04
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,24.0,8.3,27.0,Bohemia Interactive,T,83.0,1,1,2001,6.0,Operation Flashpoint,0,4,Growth,0.04
Candace Kane's Candy Factory,DS,2008,Action,Destineer,0.04,0.0,0.0,0.0,0.04,,,,,F84 Games,E,,0,0,2004,0.0,Candace Kane's Candy Factory,0,4,Growth,0.04
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8.0,4.8,13.0,7 Studios,E10+,48.0,1,1,2004,0.0,Fantastic Four,0,3,Growth,0.04
Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,0.04,,,,,MumboJumbo,E,,0,0,2004,0.0,Nanda's Island,0,5,Growth,0.04
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0.0,0.0,0.04,80.0,34.0,6.8,26.0,Sumo Digital,E,68.0,1,1,2005,7.0,Virtua Tennis,1,2,Launch,0.04
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,Roswell Conspiracies,0,7,Mature,0.04
Front Mission,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,19.0,8.9,9.0,Square Enix,E10+,89.0,1,1,2004,0.0,Front Mission,0,3,Growth,0.04
Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,SouthPeak Games,E,,0,0,2004,0.0,Sushi Go-Round,0,6,Mature,0.04
World Championship Spelling,DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.04,,,,,505 Games,E,,0,0,2004,0.0,World Championship Spelling,0,6,Mature,0.04
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Sekai no Gohan Shaberu! DS Oryouri Navi,0,4,Growth,0.04
Tropico 3,PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48.0,8.1,184.0,Haemimont,T,81.0,1,1,1981,0.0,Tropico,1,28,Late,0.05
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78.0,20.0,8.5,11.0,KCEJ,T,85.0,1,1,2001,6.0,Boktai,0,3,Growth,0.04
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1620.0,DONTNOD Entertainment,M,86.0,1,1,1981,0.0,Life is Strange,0,35,Late,0.05
Angelique Duet,PS,1998,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,Angelique Duet,0,4,Growth,0.04
Nobunaga's Ambition (3DS),3DS,2013,Simulation,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Nobunaga's Ambition (3DS),0,2,Launch,0.04
Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04,,,,,Unknown,Unknown,,0,0,1981,0.0,Jewel Master,1,30,Late,0.05
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,Shin Fortune Quest,0,2,Launch,0.04
Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.04,0.0,0.0,0.0,0.04,,,,,RED Entertainment,E,,0,0,2004,0.0,Tsumiki,0,3,Growth,0.04
Crushed Baseball,GBA,2004,Sports,Summitsoft,0.03,0.01,0.0,0.0,0.04,,,,,Griptonite Games,E,,0,0,2001,6.0,Crushed Baseball,0,3,Growth,0.04
Dark Arena,GBA,2002,Shooter,THQ,0.03,0.01,0.0,0.0,0.04,65.0,17.0,,,Graphic State,T,,1,0,2001,6.0,Dark Arena,0,1,Launch,0.04
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Kamen Rider,0,10,Late,0.04
Heatseeker,PSP,2007,Action,Codemasters,0.04,0.0,0.0,0.0,0.04,49.0,7.0,,,IR Gurus,T,,1,0,2004,7.0,Heatseeker,0,3,Growth,0.04
Family Fortunes,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Family Fortunes,0,5,Growth,0.04
TOCA Race Driver 2,XB,2004,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,,,8.3,6.0,Codemasters,T,83.0,0,1,2001,6.0,TOCA Race Driver,1,3,Growth,0.04
My Body Coach,Wii,2009,Sports,Big Ben Interactive,0.0,0.04,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,My Body Coach,0,3,Growth,0.04
Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0.0,0.0,0.0,0.04,58.0,5.0,,,Art,E,,1,0,2004,0.0,Shaun the Sheep,0,4,Growth,0.04
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,39.0,7.0,31.0,Rebellion,T,70.0,1,1,2013,8.0,Battlezone,0,3,Growth,0.05
I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,I.Q. Remix+,0,0,Launch,0.04
Growlanser,PSP,2009,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Growlanser,0,5,Growth,0.04
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Card Fight!! Vanguard G,0,5,Growth,0.04
Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2001,6.0,Trollz,0,4,Growth,0.04
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Daito Giken Koushiki Pachi-Slot Simulator,1,7,Mature,0.04
Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,Grand Slam,0,3,Growth,0.04
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Chou Gekijoban Keroro Gunsou,0,5,Growth,0.04
The King of Fighters 2000,PS2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,The King of Fighters,0,2,Launch,0.04
Hyperdimension Neptunia mk2,PSV,2014,Action,Compile Heart,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Hyperdimension Neptunia mk2,0,3,Growth,0.04
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,12.0,4.3,286.0,Konami,E,43.0,1,1,1981,0.0,Pro Evolution Soccer,0,34,Late,0.04
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,23.0,7.7,21.0,Success,E10+,77.0,1,1,2004,0.0,The Dark Spire,0,4,Growth,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,14.0,6.0,38.0,PlatinumGames,T,60.0,1,1,2013,8.0,Teenage Mutant Ninja Turtles,0,3,Growth,0.04
Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Puyo Puyo Tetris,0,8,Mature,0.04
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,D.C.F.S.,0,5,Growth,0.04
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15.0,8.2,40.0,Pendulo Studios,T,82.0,1,1,1981,0.0,Runaway,0,28,Late,0.05
Disney's Meet the Robinsons,GC,2007,Action,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04,68.0,5.0,,,Avalanche Software,E10+,,1,0,2001,6.0,Disney's Meet the Robinsons,0,6,Mature,0.04
Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Hanayori Danshi,0,4,Growth,0.04
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Refrain no Chika Meikyuu to Majo no Ryodan,0,5,Growth,0.04
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,0,3,Growth,0.04
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0.0,0.04,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Disney Planes Fire & Rescue,0,8,Mature,0.04
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1990,4.0,Sonic the Hedgehog 2 (8-bit),0,2,Launch,0.04
FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,38.0,7.3,8.0,Bugbear,T,73.0,1,1,2001,6.0,FlatOut,1,5,Growth,0.04
Gem Smashers,3DS,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,Frame Studios Interactive,E,,0,0,2011,8.0,Gem Smashers,0,0,Launch,0.04
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,71.0,37.0,8.2,9.0,Rebellion,T,82.0,1,1,2000,6.0,Rogue Trooper,0,6,Mature,0.05
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04,37.0,4.0,7.8,5.0,Humongous Entertainment,E,78.0,1,1,2006,7.0,Backyard Baseball '09,0,2,Launch,0.04
Spy Fiction,PS2,2003,Action,Sega,0.02,0.02,0.0,0.01,0.04,61.0,33.0,,,Access Games,M,,1,0,2000,6.0,Spy Fiction,0,3,Growth,0.05
Justice League: Chronicles,GBA,2003,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04,43.0,7.0,,,Full-Fat,E,,1,0,2001,6.0,Justice League,0,2,Launch,0.04
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23.0,7.3,125.0,Ubisoft Romania,T,73.0,1,1,1981,0.0,Tom Clancy's HAWX,0,28,Late,0.04
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,8.0,5.8,78.0,CI Games,M,58.0,1,1,2005,7.0,Enemy Front,0,9,Late,0.04
Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Doko Demo Issho,0,2,Launch,0.04
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,0.03,0.01,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2001,6.0,Conflict,0,3,Growth,0.04
Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0.0,0.0,0.0,0.04,,,,,Beyond Reality,E,,0,0,2006,7.0,Honda ATV Fever,0,4,Growth,0.04
Top Gun,DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,48.0,8.0,,,InterActive Vision Games,E10+,,1,0,2004,0.0,Top Gun,0,2,Launch,0.04
M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,M&M's Beach Party,0,3,Growth,0.04
B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,B's-LOG Party♪,0,6,Mature,0.04
King Arthur,GC,2004,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,60.0,14.0,,,Krome Studios,T,,1,0,2001,6.0,King Arthur,0,3,Growth,0.04
Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2001,6.0,Chicken Shoot,0,4,Growth,0.04
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,18.0,8.5,86.0,WayForward,E10+,85.0,1,1,2011,8.0,Shantae and the Pirate's Curse,0,4,Growth,0.04
Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Yowamushi Pedal,0,4,Growth,0.04
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,74.0,11.0,8.8,6.0,SystemSoft,E,88.0,1,1,2001,6.0,Dai Senryaku,0,2,Launch,0.04
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,White Album,0,6,Mature,0.04
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Monster Trux Arenas,0,1,Launch,0.04
Avatar: The Game,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.04,,,,,Unknown,Unknown,,0,0,1981,0.0,Avatar,0,28,Late,0.05
Go Go Ackman 3,SNES,1995,Platform,Banpresto,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1990,4.0,Go Go Ackman,1,5,Growth,0.04
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0.0,0.0,0.04,65.0,25.0,,,Treasure,E,,1,0,2001,6.0,Advance Guardian Heroes,0,3,Growth,0.04
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,67.0,9.0,7.6,9.0,Alfa System,T,76.0,1,1,2006,7.0,Castle of Shikigami,1,1,Launch,0.04
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,20.0,8.1,46.0,Koei Tecmo Games,T,81.0,1,1,2013,8.0,Nobunaga's Ambition,0,1,Launch,0.04
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,43.0,5.0,7.5,4.0,Exient Entertainment,E,75.0,1,1,2004,0.0,FIFA Street,1,2,Launch,0.04
Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04,60.0,10.0,,,Graphic State,E,,1,0,2001,6.0,Star,1,1,Launch,0.04
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,75.0,7.0,8.2,9.0,Monte Cristo Multimedia,E,82.0,1,1,1981,0.0,City Life,0,26,Late,0.04
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,The King of Fighters Kyo,0,4,Growth,0.04
Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Record of Agarest War,0,8,Mature,0.04
San-X Land: Theme Park de Asobou!,DS,2006,Action,MTO,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,San-X Land,0,2,Launch,0.04
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,67.0,23.0,8.2,50.0,5pb,M,82.0,1,1,2004,7.0,Corpse Party,0,7,Mature,0.04
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,428,0,5,Growth,0.04
Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Starry ? Sky,0,5,Growth,0.04
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Tennis no Oji-Sama,0,6,Mature,0.04
Mechanic Escape,PS3,2012,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Mechanic Escape,0,6,Mature,0.04
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Naruto Shippuden,0,4,Growth,0.04
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,60.0,33.0,6.1,7.0,G.Rev,T,61.0,1,1,2005,7.0,WarTech,0,1,Launch,0.04
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Twilight Syndrome,0,4,Growth,0.04
True Love Story 3,PS2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,True Love Story,1,1,Launch,0.04
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Jerry Rice and Nitus' Dog Football,0,5,Growth,0.04
Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Little Battlers eXperience W,0,1,Launch,0.04
The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,The Smurfs,0,4,Growth,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0.0,0.0,0.04,,,4.3,16.0,PlatinumGames,T,43.0,0,1,2005,7.0,Teenage Mutant Ninja Turtles,0,11,Late,0.04
Strike Force Bowling,XB,2004,Sports,Crave Entertainment,0.03,0.01,0.0,0.0,0.04,54.0,10.0,,,Lab Rats Games,E,,1,0,2001,6.0,Strike Force Bowling,0,3,Growth,0.04
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,86.0,9.0,8.8,115.0,1C: Maddox Games,T,88.0,1,1,1981,0.0,IL-2 Sturmovik,0,25,Late,0.05
Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,76.0,5.0,,,Ubisoft,E,,1,0,2001,6.0,Chessmaster,0,1,Launch,0.04
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0.0,0.01,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Blood Will Tell,0,4,Growth,0.05
Coraline,DS,2009,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,,,,,Art,E,,0,0,2004,0.0,Coraline,0,5,Growth,0.04
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,47.0,17.0,5.0,7.0,Opus,M,50.0,1,1,2000,6.0,Red Ninja,0,5,Growth,0.05
Praetorians,PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,78.0,23.0,8.2,38.0,Pyro Studios,T,82.0,1,1,1981,0.0,Praetorians,0,22,Late,0.04
Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Kids Learn Music A+,0,7,Mature,0.04
